imageName,groundTruth,amazonLabels,amazonScores,azureLabels,azureScores,clarifaiLabels,clarifaiScores,googleLabels,googleScores,watsonLabels,watsonScores,category,indoor
sun_atkhqqhbzfygggoz,gas_station,"['Machine', 'Vehicle', 'Transportation', 'Car', 'Automobile']","[98.619384765625, 96.09479522705078, 96.09479522705078, 96.09479522705078, 96.09479522705078]","['sky', 'road', 'outdoor', 'text', 'vehicle']","[0.9994326829910278, 0.9935493469238281, 0.9928010702133179, 0.9763158559799194, 0.9697039127349854]","['street', 'gas station', 'car', 'road', 'architecture']","[0.9965108633041382, 0.9755218029022217, 0.9754023551940918, 0.9684102535247803, 0.9531504511833191]","['Filling station', 'Fuel', 'Gasoline', 'Building', 'Petroleum']","[0.9871794, 0.9672339, 0.9355788, 0.9071287, 0.72836775]",['Gas Station'],[0.996],gas_station,False
sun_acdxywezhzqqiddi,gas_station,"['Machine', 'Car', 'Automobile', 'Transportation', 'Vehicle']","[97.85899353027344, 93.10187530517578, 93.10187530517578, 93.10187530517578, 93.10187530517578]","['outdoor', 'building', 'sky', 'land vehicle', 'vehicle']","[0.999732255935669, 0.9983867406845093, 0.997255802154541, 0.9857450723648071, 0.979501485824585]","['street', 'people', 'hurricane', 'gas station', 'road']","[0.9914566278457642, 0.9749120473861694, 0.96961909532547, 0.9682513475418091, 0.9651631116867065]","['Filling station', 'Vehicle', 'Car', 'Gasoline', 'Building']","[0.9502807, 0.9310829, 0.91502523, 0.88236564, 0.876955]","['Gas Station', 'steel blue color']","[0.987, 0.902]",gas_station,False
sun_aaaexywzkphcxvpr,gas_station,"['Machine', 'Pump', 'Gas Pump', 'Gas Station', 'Petrol']","[99.91891479492188, 99.63715362548828, 99.63715362548828, 92.54393768310547, 92.54393768310547]","['outdoor', 'gas pump', 'text', 'door', 'waste container']","[0.9885798096656799, 0.9885760545730591, 0.975833535194397, 0.9459266662597656, 0.9033540487289429]","['gas station', 'pump', 'gasoline', 'nozzle', 'no person']","[0.9970124959945679, 0.9865889549255371, 0.9850346446037292, 0.9774949550628662, 0.963019847869873]","['Filling station', 'Gas pump', 'Gas', 'Machine', 'Door']","[0.96665496, 0.95138246, 0.81013393, 0.7690144, 0.69766325]","['gas pump', 'pump', 'mechanical device', 'mechanism']","[1, 1, 1, 0.801]",gas_station,False
sun_akrcslqlniwjoumw,driveway,"['Plant', 'Tree', 'Housing', 'Building', 'Grass']","[87.87244415283203, 86.1661376953125, 84.32298278808594, 84.32298278808594, 80.12429809570312]","['tree', 'outdoor', 'grass', 'porch', 'window']","[0.9999328851699829, 0.9972162246704102, 0.9644886255264282, 0.95000159740448, 0.9393364191055298]","['garage', 'house', 'home', 'driveway', 'door']","[0.9974489212036133, 0.9964501261711121, 0.995681881904602, 0.9954015612602234, 0.981724739074707]","['Home', 'Property', 'House', 'Residential area', 'Real estate']","[0.97989357, 0.9742498, 0.9603206, 0.9508672, 0.90766466]","['garage', 'building', 'ranch house', 'tree', 'gray color']","[0.836, 0.893, 0.5, 0.793, 0.793]",driveway,False
sun_asytajbtxdpohzrr,driveway,"['Outdoors', 'Garden', 'Arbour', 'Plant', 'Tree']","[94.47868347167969, 93.85979461669922, 92.58858489990234, 79.78641510009766, 77.91316223144531]","['tree', 'outdoor', 'sky', 'grass', 'building']","[0.9999858140945435, 0.99857097864151, 0.9856960773468018, 0.9500839710235596, 0.9024817943572998]","['tree', 'no person', 'architecture', 'church', 'travel']","[0.985898494720459, 0.9768701195716858, 0.9644857048988342, 0.954668402671814, 0.9533514380455017]","['Tree', 'Property', 'Road', 'Thoroughfare', 'Grass']","[0.9419853, 0.8843256, 0.8596672, 0.81333786, 0.798715]","['castle', 'fortification', 'defensive structure', 'church tower', 'tower']","[0.573, 0.574, 0.575, 0.541, 0.543]",driveway,False
sun_avumjwydzhhnnjhs,driveway,"['Flagstone', 'Path', 'Walkway', 'Sidewalk', 'Pavement']","[99.99980926513672, 99.99801635742188, 99.99801635742188, 99.3470230102539, 99.3470230102539]","['outdoor', 'grass', 'ground', 'sidewalk', 'plant']","[0.9999482035636902, 0.9997286796569824, 0.9986558556556702, 0.9755303263664246, 0.9422605037689209]","['guidance', 'footpath', 'pavement', 'garden', 'walk']","[0.9989952445030212, 0.9985986948013306, 0.9972882270812988, 0.9953333139419556, 0.9939326047897339]","['Walkway', 'Sidewalk', 'Public space', 'Grass', 'Path']","[0.93331337, 0.9166383, 0.9066116, 0.90013784, 0.862026]","['sidewalk', 'paving material', 'tarmac', 'slope', 'gray color']","[0.818, 0.687, 0.5, 0.777, 0.824]",driveway,False
sun_arpcsffpapnsqbxi,driveway,"['Path', 'Tree', 'Plant', 'Trail', 'Vegetation']","[98.96646118164062, 98.78058624267578, 98.78058624267578, 98.19354248046875, 96.50928497314453]","['tree', 'outdoor', 'grass', 'sky', 'plant']","[0.9999997615814209, 0.9990524053573608, 0.9989930391311646, 0.832246720790863, 0.8259774446487427]","['tree', 'wood', 'landscape', 'park', 'nature']","[0.9964350461959839, 0.9944798946380615, 0.993935227394104, 0.9899076819419861, 0.9873075485229492]","['Tree', 'Natural landscape', 'Nature', 'Nature reserve', 'Vegetation']","[0.9718625, 0.9659501, 0.9605402, 0.91612095, 0.9123501]","['southern live oak', 'oak', 'tree', 'plant', 'live oak']","[0.574, 0.696, 0.748, 0.748, 0.564]",driveway,False
sun_avwjfagfgwiehhtx,driveway,"['Path', 'Concrete', 'Tub', 'Jacuzzi', 'Hot Tub']","[92.98780822753906, 88.83900451660156, 80.37721252441406, 80.37721252441406, 80.37721252441406]","['outdoor', 'tree', 'house', 'plant', 'street']","[0.9986941814422607, 0.9933435916900635, 0.9497393369674683, 0.8888204097747803, 0.7849843502044678]","['home', 'garden', 'yard', 'house', 'no person']","[0.9879367351531982, 0.9864071011543274, 0.9795573949813843, 0.9703783988952637, 0.9696604013442993]","['Property', 'Walkway', 'Driveway', 'Home', 'Road surface']","[0.92229486, 0.8779674, 0.8451832, 0.82299715, 0.80471855]","['tarmac', 'speed bump', 'ramp', 'inclined plane', 'machine']","[0.895, 0.586, 0.528, 0.528, 0.528]",driveway,False
sun_awwlmekltfdymdcb,volleyball_court,"['Grass', 'Plant', 'Tabletop', 'Furniture', 'Lawn']","[99.88975524902344, 99.88975524902344, 95.22866821289062, 95.22866821289062, 87.84029388427734]","['outdoor', 'grass', 'sky', 'ground', 'palm tree']","[0.9991599321365356, 0.9989302158355713, 0.9946784973144531, 0.9780754446983337, 0.9439060688018799]","['tree', 'lawn', 'chair', 'luxury', 'seat']","[0.9904998540878296, 0.9846502542495728, 0.9824821949005127, 0.9824151396751404, 0.9734776020050049]","['Property', 'Home', 'Residential area', 'Real estate', 'Building']","[0.9539324, 0.8613303, 0.8547864, 0.7909294, 0.77782255]","['miniature golf', 'golf', 'athletic game', 'sport', 'Hotel Building']","[0.723, 0.757, 0.757, 0.757, 0.591]",volleyball_court,False
sun_bxyeiadsegxmvxeq,volleyball_court,"['Person', 'Human', 'Sphere', 'Ball', 'Clothing']","[99.38461303710938, 99.38461303710938, 98.78465270996094, 94.70386505126953, 91.30860900878906]","['sky', 'outdoor', 'ground', 'beach', 'playground']","[0.9997432827949524, 0.9982560873031616, 0.9960442185401917, 0.9712687730789185, 0.9533454179763794]","['beach', 'sand', 'competition', 'leisure', 'seashore']","[0.9985875487327576, 0.993092954158783, 0.9930479526519775, 0.9863852858543396, 0.9805252552032471]","['Volleyball', 'Beach volleyball', 'Sand', 'Beach', 'Net sports']","[0.9568506, 0.92756313, 0.86428666, 0.85084814, 0.8438137]","['volleyball', 'court game', 'athletic game', 'sport', 'Beach Volleyball']","[0.926, 0.993, 0.993, 0.993, 0.829]",volleyball_court,False
sun_abdoqtdoouhlgfpv,volleyball_court,"['Person', 'Human', 'Airport', 'Airfield', 'Transportation']","[99.87323760986328, 99.87323760986328, 67.78459167480469, 67.78459167480469, 67.65237426757812]","['sky', 'ground', 'outdoor', 'playground', 'sport']","[0.9996844530105591, 0.9989064931869507, 0.9987602829933167, 0.982925295829773, 0.9591449499130249]","['ball', 'competition', 'game', 'athlete', 'people']","[0.9929516315460205, 0.9928135275840759, 0.9922124147415161, 0.9892245531082153, 0.9852258563041687]","['Net', 'Net sports', 'Team sport', 'Sports', 'Volleyball']","[0.89568603, 0.8811365, 0.8755711, 0.84718084, 0.8398153]","['volleyball', 'court game', 'athletic game', 'sport', 'game equipment']","[0.988, 0.988, 0.988, 0.988, 0.797]",volleyball_court,False
sun_alilczwnkkipamvz,volleyball_court,"['Tennis Court', 'Sport', 'Sports', 'Grass', 'Plant']","[99.29395294189453, 99.29395294189453, 99.29395294189453, 57.978511810302734, 57.978511810302734]","['grass', 'sky', 'outdoor', 'tree', 'playground']","[0.9999904632568359, 0.9995001554489136, 0.999060869216919, 0.9586398601531982, 0.9332020282745361]","['competition', 'lawn', 'tennis', 'grass', 'empty']","[0.9910327196121216, 0.9871091842651367, 0.9773462414741516, 0.9684563279151917, 0.9667894840240479]","['Grass', 'Public space', 'Sport venue', 'Land lot', 'Park']","[0.90013784, 0.84885365, 0.8142654, 0.7936203, 0.7281719]","['royal tennis', 'tennis', 'court game', 'athletic game', 'sport']","[0.901, 0.912, 0.915, 0.915, 0.915]",volleyball_court,False
sun_aacojnvjcumvgrvc,volleyball_court,"['Human', 'Team', 'Volleyball', 'Sport', 'People']","[99.86368560791016, 99.86368560791016, 99.86368560791016, 99.86368560791016, 99.86368560791016]","['tree', 'outdoor', 'sport', 'person', 'athletic game']","[0.9999215602874756, 0.9974298477172852, 0.9114925861358643, 0.8788699507713318, 0.8158727288246155]","['leisure', 'fun', 'volleyball', 'people', 'ball']","[0.994352400302887, 0.9926615953445435, 0.9909443855285645, 0.9870632886886597, 0.9850842952728271]","['Volleyball', 'Net sports', 'Net', 'Team sport', 'Beach volleyball']","[0.97127306, 0.9486418, 0.9083421, 0.89047813, 0.8765566]","['volleyball', 'court game', 'athletic game', 'sport', 'ball']","[0.971, 0.971, 0.971, 0.971, 0.8]",volleyball_court,False
sun_apupzhvafshmojyp,jail_cell,['Prison'],[99.89606475830078],"['building', 'window', 'fence', 'iron', 'door']","[0.8426848649978638, 0.7620627284049988, 0.635305643081665, 0.5809098482131958, 0.5637387037277222]","['jail', 'no person', 'cage', 'punishment', 'steel']","[0.9920316934585571, 0.9891921877861023, 0.9873694181442261, 0.9733573198318481, 0.970760703086853]","['Architecture', 'Metal']","[0.65451187, 0.6070611]","['photo with bars', 'institution', 'building', 'cellblock', 'housing']","[0.966, 0.966, 0.966, 0.5, 0.5]",jail_cell,False
sun_afmnzahpfxebpojx,jail_cell,"['Prison', 'Crib', 'Furniture']","[99.62648010253906, 89.54969024658203, 89.54969024658203]","['building', 'fence', 'door', 'cage']","[0.9894305467605591, 0.8827307224273682, 0.551643967628479, 0.5452861189842224]","['cage', 'no person', 'security', 'jail', 'door']","[0.9916974306106567, 0.9860266447067261, 0.9823631048202515, 0.9805868864059448, 0.9739440679550171]","['Product', 'Baby Products', 'Iron', 'Room', 'Gate']","[0.97754437, 0.8021028, 0.7572209, 0.6566393, 0.65357614]","['photo with bars', 'institution', 'building', 'indoors', 'beige color']","[0.662, 0.662, 0.662, 0.597, 0.898]",jail_cell,False
sun_ausikjjjliniugix,jail_cell,"['Room', 'Indoors', 'Bedroom', 'Housing', 'Building']","[99.76249694824219, 99.76249694824219, 99.76249694824219, 99.1911849975586, 99.1911849975586]","['wall', 'indoor', 'bed', 'furniture', 'floor']","[0.9989423751831055, 0.9982008934020996, 0.9821598529815674, 0.9800344705581665, 0.9304406046867371]","['room', 'indoors', 'furniture', 'bed', 'home']","[0.9972949028015137, 0.9952123165130615, 0.99082350730896, 0.9830954074859619, 0.9813797473907471]","['Room', 'Property', 'Floor', 'Building', 'Interior design']","[0.9507724, 0.9205133, 0.84238046, 0.83854765, 0.83820546]","['photo with bars', 'institution', 'building', 'dormitory', 'bedroom']","[0.821, 0.821, 0.821, 0.522, 0.751]",jail_cell,False
sun_afzqntphvpoiuurn,jail_cell,"['Prison', 'Furniture', 'Locker', 'Cupboard', 'Closet']","[97.9520492553711, 86.7645263671875, 59.93342208862305, 57.209503173828125, 57.209503173828125]","['door', 'wall', 'indoor', 'white', 'door handle']","[0.976186990737915, 0.974483072757721, 0.959527313709259, 0.7042598724365234, 0.6897707581520081]","['door', 'house', 'no person', 'security', 'building']","[0.9912104606628418, 0.9838563203811646, 0.9823974370956421, 0.9668661952018738, 0.9566879272460938]","['Wall', 'Room', 'Plaster', 'Ceiling']","[0.8466088, 0.8084965, 0.5649372, 0.5064086]","['photo with bars', 'institution', 'building', 'Sheetrock', 'indoors']","[0.636, 0.636, 0.636, 0.5, 0.6]",jail_cell,False
sun_bitthfgaunoxmgxv,jail_cell,"['Furniture', 'Prison', 'Den', 'Dungeon', 'Dog House']","[94.18988800048828, 78.56472778320312, 70.57113647460938, 65.06060028076172, 65.02432250976562]",[],[],"['no person', 'one', 'fence', 'people', 'wall']","[0.9928261041641235, 0.9474773406982422, 0.9421156048774719, 0.9249587059020996, 0.9146578311920166]","['Property', 'Floor', 'Room']","[0.8751007, 0.7860805, 0.6566393]","['photo with bars', 'institution', 'building', 'indoors', 'brick red color']","[0.596, 0.596, 0.596, 0.6, 0.782]",jail_cell,False
sun_dcamvbgkawuaayeb,library,"['Building', 'Architecture', 'Temple', 'Worship', 'Parthenon']","[99.56956481933594, 99.56956481933594, 97.7685317993164, 97.53489685058594, 97.23844909667969]","['outdoor', 'sky', 'flower', 'building', 'plant']","[0.9962977170944214, 0.9919392466545105, 0.9223396182060242, 0.9206324815750122, 0.8969653844833374]","['architecture', 'building', 'travel', 'no person', 'house']","[0.9952930212020874, 0.9846739172935486, 0.978721022605896, 0.9760152101516724, 0.9628404378890991]","['Building', 'Landmark', 'Architecture', 'Classical architecture', 'Estate']","[0.94224066, 0.90916204, 0.89242285, 0.86591226, 0.84222156]","['palace', 'Library (Outdoor)', 'mansion house', 'building', 'embassy']","[0.696, 0.558, 0.505, 0.767, 0.5]",library,False
sun_dsjwrobzqlobjmrn,library,"['Flag', 'Symbol', 'Building', 'Person', 'Human']","[95.38224792480469, 95.38224792480469, 89.39845275878906, 86.22492218017578, 86.22492218017578]","['sky', 'outdoor', 'road', 'house', 'building']","[0.9998722076416016, 0.998144805431366, 0.9967963099479675, 0.8784546852111816, 0.8393933176994324]","['architecture', 'no person', 'building', 'street', 'parking lot']","[0.9904537200927734, 0.9868336915969849, 0.9697376489639282, 0.9605135917663574, 0.9558016657829285]","['Building', 'Architecture', 'Commercial building', 'Facade', 'Community centre']","[0.8784971, 0.76329434, 0.7288066, 0.5942134, 0.55572045]","['industrial plant', 'hangar', 'medical building', 'building', 'gray color']","[0.803, 0.737, 0.5, 0.546, 0.933]",library,False
sun_diosfgmekdqexyyp,library,"['Vehicle', 'Car', 'Transportation', 'Automobile', 'Urban']","[98.7226333618164, 98.7226333618164, 98.7226333618164, 98.7226333618164, 95.98701477050781]","['sky', 'road', 'outdoor', 'building', 'window']","[0.9993869066238403, 0.9993403553962708, 0.9988846778869629, 0.9971530437469482, 0.9777525663375854]","['architecture', 'home', 'house', 'no person', 'building']","[0.9964947700500488, 0.9946874380111694, 0.9900063276290894, 0.989285945892334, 0.9662035703659058]","['Building', 'Property', 'House', 'Home', 'Town']","[0.9395731, 0.9262023, 0.91825217, 0.85635024, 0.8233542]","['hip roof', 'protective covering', 'pediment (of ornate building)', 'wall', 'school']","[0.663, 0.663, 0.645, 0.645, 0.5]",library,False
sun_ddjslrgwddqcszjz,library,"['Automobile', 'Transportation', 'Car', 'Vehicle', 'Machine']","[99.8402099609375, 99.8402099609375, 99.8402099609375, 99.8402099609375, 96.9209976196289]","['sky', 'outdoor', 'road', 'tree', 'car']","[0.9998311996459961, 0.9996075630187988, 0.9978172183036804, 0.9893964529037476, 0.9737123250961304]","['building', 'architecture', 'tree', 'museum', 'street']","[0.9797613620758057, 0.9780594110488892, 0.9548122882843018, 0.9542068243026733, 0.9471044540405273]","['Vehicle', 'Car', 'Mid-size car', 'Building', 'Residential area']","[0.9559947, 0.94402707, 0.78521246, 0.76120067, 0.7427393]","['medical building', 'building', 'industrial plant', 'Parking Lot', 'storage warehouse']","[0.621, 0.717, 0.614, 0.54, 0.529]",library,False
sun_dadawdeatcuaykoa,library,"['Person', 'Human', 'Building', 'Office Building', 'Urban']","[99.64289093017578, 99.64289093017578, 99.50975036621094, 99.50975036621094, 98.00508880615234]","['building', 'outdoor', 'skyscraper', 'city', 'day']","[0.9991994500160217, 0.9249823093414307, 0.8928496837615967, 0.7976720333099365, 0.14766442775726318]","['architecture', 'building', 'business', 'city', 'no person']","[0.9865614175796509, 0.986441433429718, 0.9861654043197632, 0.9748426675796509, 0.9732729196548462]","['Architecture', 'Building', 'Commercial building', 'Facade', 'Metropolitan area']","[0.95260894, 0.8672521, 0.8529142, 0.7827875, 0.7680989]","['concert hall', 'hall', 'indoors', 'chancellery', 'government building']","[0.858, 0.858, 0.858, 0.519, 0.52]",library,False
sun_asgxfpillbilpnpw,coffee_shop,"['Restaurant', 'Cafeteria', 'Person', 'Human', 'Chair']","[99.94466400146484, 99.27157592773438, 99.17539978027344, 99.17539978027344, 98.39580535888672]","['indoor', 'ceiling', 'floor', 'wall', 'furniture']","[0.9993758797645569, 0.9987249374389648, 0.9963719844818115, 0.9868612885475159, 0.959296464920044]","['education', 'school', 'indoors', 'furniture', 'room']","[0.990545392036438, 0.9903744459152222, 0.9846727848052979, 0.9831827878952026, 0.9817590713500977]","['Building', 'Restaurant', 'Cafeteria', 'Food court', 'Room']","[0.87241644, 0.852917, 0.8365975, 0.7183669, 0.71392286]","['cafeteria', 'restaurant', 'building', 'canteen', 'indoors']","[0.874, 0.949, 0.949, 0.5, 0.5]",coffee_shop,False
sun_bwwsqcxlhkaplaxr,coffee_shop,"['Restaurant', 'Person', 'Human', 'Cafe', 'Food Court']","[99.89729309082031, 99.38439178466797, 99.38439178466797, 98.34813690185547, 94.08338165283203]","['indoor', 'restaurant', 'clothing', 'person', 'ceiling']","[0.9881935119628906, 0.9405368566513062, 0.9302054643630981, 0.9173807501792908, 0.8778743743896484]","['restaurant', 'bar', 'table', 'people', 'indoors']","[0.9971329569816589, 0.9920099973678589, 0.9854792356491089, 0.9769441485404968, 0.9767470359802246]","['Coffeehouse', 'Café', 'Restaurant', 'Building', 'Food court']","[0.89204204, 0.88797003, 0.8870908, 0.7996805, 0.720562]","['cafe', 'restaurant', 'building', 'cafeteria', 'food court']","[0.799, 0.95, 0.95, 0.539, 0.5]",coffee_shop,False
sun_atmvqukdvuzamykw,coffee_shop,"['Interior Design', 'Indoors', 'Restaurant', 'Couch', 'Furniture']","[99.97993469238281, 99.97993469238281, 99.19538116455078, 93.76630401611328, 93.76630401611328]","['indoor', 'table', 'room', 'living', 'couch']","[0.9965239763259888, 0.9832049012184143, 0.9549314975738525, 0.9520756006240845, 0.9453345537185669]","['interior design', 'room', 'furniture', 'indoors', 'seat']","[0.9975693225860596, 0.9966468811035156, 0.9920594692230225, 0.9917327165603638, 0.9866030216217041]","['Building', 'Interior design', 'Bar', 'Restaurant', 'Room']","[0.88323253, 0.86217976, 0.8337335, 0.8245215, 0.8211808]","['cocktail lounge', 'indoors', 'bar', 'restaurant', 'building']","[0.898, 0.898, 0.62, 0.5, 0.5]",coffee_shop,False
sun_banwiqttwajcevqr,coffee_shop,"['Person', 'Human', 'Shelf', 'Food', 'Pantry']","[99.90196990966797, 99.90196990966797, 99.83930206298828, 74.14277648925781, 69.33629608154297]","['person', 'indoor', 'text', 'clothing', 'bottle']","[0.9996513724327087, 0.9904965162277222, 0.9303994178771973, 0.930321216583252, 0.9081467390060425]","['woman', 'man', 'people', 'service', 'chef']","[0.9887081384658813, 0.9742538928985596, 0.9653772115707397, 0.9540042281150818, 0.9435276985168457]","['Customer', 'Food']","[0.517733, 0.50836086]","['taster', 'people', 'person', 'waitress', 'checkout counter']","[0.607, 0.607, 0.692, 0.549, 0.536]",coffee_shop,False
sun_buqqmfxlwedppipp,coffee_shop,"['Human', 'Person', 'Shelf', 'Restaurant', 'Furniture']","[99.7677230834961, 99.7677230834961, 98.93124389648438, 97.43269348144531, 89.09562683105469]","['table', 'indoor', 'bottle', 'food', 'person']","[0.9844173192977905, 0.9661311507225037, 0.9553526639938354, 0.8870531320571899, 0.8830426931381226]","['counter', 'woman', 'people', 'shelf', 'indoors']","[0.988672137260437, 0.9810888767242432, 0.975412130355835, 0.9721579551696777, 0.9642160534858704]","['Drink', 'Bar', 'Building', 'Furniture', 'Distilled beverage']","[0.6256693, 0.6079269, 0.53372097, 0.5331731, 0.5097872]","['bar', 'brasserie', 'restaurant', 'building', 'barmaid']","[0.697, 0.568, 0.668, 0.668, 0.516]",coffee_shop,False
sun_ayethsyuzzkymwbn,classroom,"['Chair', 'Furniture', 'Room', 'School', 'Indoors']","[99.99092864990234, 99.99092864990234, 99.54064178466797, 99.54064178466797, 99.54064178466797]","['furniture', 'floor', 'desk', 'indoor', 'room']","[0.9975785613059998, 0.994624137878418, 0.9854087829589844, 0.9823414087295532, 0.9315404891967773]","['room', 'furniture', 'classroom', 'seat', 'desk']","[0.9988687634468079, 0.9979599714279175, 0.9973781108856201, 0.9947669506072998, 0.992667555809021]","['Classroom', 'Room', 'Furniture', 'Class', 'Table']","[0.9759762, 0.96230394, 0.9060311, 0.90325, 0.8727765]","['classroom', 'indoors', 'class room', 'lecture room', 'steel blue color']","[0.959, 0.993, 0.604, 0.5, 0.602]",classroom,False
sun_apmrlskvracdvvbx,classroom,"['Person', 'Human', 'School', 'Room', 'Classroom']","[99.67793273925781, 99.67793273925781, 98.20520782470703, 95.40410614013672, 95.40410614013672]","['person', 'whiteboard', 'indoor', 'classroom', 'computer']","[0.9961695075035095, 0.9631901979446411, 0.9337942004203796, 0.8540489673614502, 0.7860124111175537]","['classroom', 'education', 'school', 'class', 'teacher']","[0.9998254776000977, 0.999725341796875, 0.999252438545227, 0.9975960850715637, 0.9975395798683167]","['Classroom', 'Class', 'Room', 'Education', 'Teacher']","[0.9655839, 0.9598167, 0.88331336, 0.87657577, 0.86259896]","['person', 'classroom', 'indoors', 'class room', 'building']","[0.799, 0.86, 0.934, 0.5, 0.776]",classroom,False
sun_atwulfxhyuvapujt,classroom,"['Room', 'School', 'Indoors', 'Classroom', 'Chair']","[99.86279296875, 99.86279296875, 99.86279296875, 99.86279296875, 98.7359390258789]","['table', 'indoor', 'furniture', 'chair', 'ceiling']","[0.9936660528182983, 0.9883621335029602, 0.9817878007888794, 0.9644001722335815, 0.8154520988464355]","['classroom', 'school', 'education', 'indoors', 'room']","[0.9992159605026245, 0.9971362352371216, 0.9954673051834106, 0.9895199537277222, 0.9873828887939453]","['Classroom', 'Room', 'Building', 'Interior design', 'Furniture']","[0.97123337, 0.9579074, 0.90088624, 0.7718799, 0.6820504]","['classroom', 'indoors', 'lecture room', 'building', 'greenishness color']","[0.954, 0.976, 0.5, 0.791, 0.911]",classroom,False
sun_akkjhimeibccljif,classroom,"['Person', 'Human', 'Room', 'Classroom', 'School']","[99.63530731201172, 99.63530731201172, 99.34983825683594, 99.34983825683594, 99.34983825683594]","['person', 'indoor', 'table', 'furniture', 'whiteboard']","[0.9886831045150757, 0.9882937669754028, 0.9488741159439087, 0.937187671661377, 0.9312013387680054]","['school', 'education', 'classroom', 'group', 'room']","[0.9976940155029297, 0.9965075850486755, 0.9960432648658752, 0.9938290119171143, 0.9835448265075684]","['Classroom', 'Class', 'Education', 'Private school', 'Room']","[0.9697688, 0.9461577, 0.9187705, 0.911652, 0.90731597]","['person', 'classroom', 'indoors', 'class room', 'building']","[0.788, 0.841, 0.934, 0.568, 0.798]",classroom,False
sun_aueyzlbrocczurev,classroom,"['Chair', 'Furniture', 'Indoors', 'Room', 'Classroom']","[99.47929382324219, 99.47929382324219, 98.5269775390625, 98.5269775390625, 98.5269775390625]","['indoor', 'table', 'floor', 'chair', 'kitchen & dining room table']","[0.9916854500770569, 0.9866222143173218, 0.9810625910758972, 0.9065197706222534, 0.891332745552063]","['room', 'furniture', 'table', 'seat', 'chair']","[0.9981070160865784, 0.9978436231613159, 0.9946585893630981, 0.9924666881561279, 0.990890622138977]","['Classroom', 'Room', 'School', 'Kindergarten', 'Building']","[0.95778733, 0.94512403, 0.9450784, 0.927551, 0.8529036]","['classroom', 'indoors', 'canteen', 'refectory (dining hall)', 'dining room']","[0.92, 0.963, 0.531, 0.5, 0.504]",classroom,False
sun_ajlandftvcwamwwg,laundromat,"['Laundry', 'Appliance', 'Chair', 'Furniture', 'Washer']","[92.93743896484375, 83.70948791503906, 79.70094299316406, 79.70094299316406, 57.63492202758789]","['floor', 'indoor', 'furniture', 'text', 'home appliance']","[0.994125247001648, 0.9911917448043823, 0.922040581703186, 0.9097131490707397, 0.6447126269340515]","['no person', 'oven', 'indoors', 'stove', 'furniture']","[0.9897450804710388, 0.9814454913139343, 0.9795752763748169, 0.9736413955688477, 0.9685256481170654]","['Room', 'Furniture', 'Building', 'Interior design', 'Table']","[0.92630357, 0.80554765, 0.79390126, 0.6697244, 0.58647066]","['Laundromat', 'laundry', 'reddish orange color', 'reddish brown color']","[0.918, 0.888, 0.774, 0.757]",laundromat,False
sun_asqmbgnchzntmlkz,laundromat,"['Interior Design', 'Indoors', 'Home Decor', 'Building']","[98.3330078125, 98.3330078125, 57.0539436340332, 55.806095123291016]","['indoor', 'floor', 'text']","[0.9732331037521362, 0.9656929969787598, 0.685446560382843]","['people', 'entertainment', 'famous', 'event', 'pop']","[0.9880297183990479, 0.9727844595909119, 0.9629966020584106, 0.9466006755828857, 0.9070358276367188]","['Room', 'Space', 'Animation']","[0.6566393, 0.5664835, 0.5582483]","['Laundromat', 'locker room', 'indoors', 'hyperbaric chamber (medical)', 'enclosure']","[0.758, 0.749, 0.749, 0.5, 0.5]",laundromat,False
sun_aiyyxddvlfzfwdzc,laundromat,"['Appliance', 'Washer', 'Dryer', 'Laundry']","[99.77210235595703, 99.77210235595703, 93.53963470458984, 81.16156005859375]","['home appliance', 'indoor', 'white goods', 'washing machine', 'wall']","[0.9964619874954224, 0.9881556034088135, 0.973740816116333, 0.9736815690994263, 0.9675775766372681]","['laundry facility', 'laundry', 'washer', 'people', 'refrigerator']","[0.99608314037323, 0.9919741153717041, 0.989963173866272, 0.9884337782859802, 0.9740964770317078]","['Laundry room', 'Major appliance', 'Washing machine', 'Clothes dryer', 'Laundry']","[0.9711302, 0.9620741, 0.96103215, 0.9534079, 0.9505052]","['Washer and Dryer', 'appliance', 'laundry', 'Laundromat', 'clothes dryer']","[0.805, 0.879, 0.762, 0.535, 0.5]",laundromat,False
sun_atnmklafvcjtpran,laundromat,"['Laundry', 'Truck', 'Vehicle', 'Transportation', 'Appliance']","[99.31523895263672, 78.35321807861328, 78.35321807861328, 78.35321807861328, 64.13700103759766]","['indoor', 'home appliance', 'washing machine', 'medical equipment', 'laundry']","[0.9697264432907104, 0.94029700756073, 0.8528714179992676, 0.8445014357566833, 0.7816582918167114]","['inside', 'laundry facility', 'home appliance', 'indoors', 'washer']","[0.9957035779953003, 0.9930853843688965, 0.9898819923400879, 0.987464189529419, 0.9780940413475037]","['Laundry', 'Laundry room', 'Clothes dryer', 'Major appliance', 'Room']","[0.96020037, 0.9563697, 0.90958583, 0.88204545, 0.8211808]","['Laundromat', 'laundry']","[0.975, 0.579]",laundromat,False
