imageName,groundTruth,amazonLabels,amazonScores,azureLabels,azureScores,clarifaiLabels,clarifaiScores,googleLabels,googleScores,watsonLabels,watsonScores,category
new_deli_37_03_altavista,deli,"['Human', 'Person', 'Shop', 'Workshop', 'Shelf']","[98.05992126464844, 98.05992126464844, 88.09659576416016, 84.27832794189453, 60.349308013916016]","['indoor', 'person', 'text', 'kitchen', 'clothing']","[0.9953008890151978, 0.9848721027374268, 0.9803959131240845, 0.9514649510383606, 0.9186664819717407]","['stock', 'shelf', 'shop', 'owner (law)', 'people']","[0.9964112043380737, 0.9938924908638, 0.9919140338897705, 0.986343264579773, 0.9838314056396484]",['Shopkeeper'],[0.64870334],"['retail merchant', 'people', 'person', 'stockroom', 'indoors']","[0.614, 0.614, 0.701, 0.574, 0.574]",deli
new_deli_41_12_altavista,deli,"['Human', 'Person', 'Shop', 'Flyer', 'Advertisement']","[98.81998443603516, 98.81998443603516, 97.26033782958984, 68.06742095947266, 68.06742095947266]","['text', 'person', 'clothing', 'newspaper', 'man']","[0.999211847782135, 0.912804365158081, 0.9058892726898193, 0.8890420198440552, 0.8706440329551697]","['stock', 'adult', 'people', 'portrait', 'shelf']","[0.9875632524490356, 0.983934760093689, 0.9813364744186401, 0.9748442769050598, 0.9665274620056152]",['Games'],[0.5211578],"['convenience store', 'shop', 'retail store', 'building', 'retail merchant']","[0.737, 0.828, 0.831, 0.831, 0.634]",deli
new_deli_06_17_altavista,deli,"['Human', 'Person', 'Shop', 'Market', 'Bazaar']","[99.89248657226562, 99.89248657226562, 92.43303680419922, 88.66592407226562, 84.22999572753906]","['clothing', 'person', 'indoor', 'man', 'text']","[0.9914785623550415, 0.9848768711090088, 0.9385466575622559, 0.9370917677879333, 0.9317928552627563]","['commerce', 'stock', 'people', 'market', 'group']","[0.9949755072593689, 0.992731511592865, 0.991521954536438, 0.9903812408447266, 0.9853970408439636]","['Marketplace', 'Market', 'Bazaar', 'Public space', 'Building']","[0.94613945, 0.92802984, 0.8982156, 0.86303437, 0.7639717]","['deli', 'shop', 'retail store', 'building', 'food court']","[0.803, 0.87, 0.911, 0.911, 0.617]",deli
deli_103_14_flickr,deli,"['Text', 'Menu', 'Restaurant']","[99.61164855957031, 88.4068603515625, 55.01007843017578]","['text', 'menu', 'indoor', 'food', 'fast food']","[0.9998044967651367, 0.9909659624099731, 0.9745628833770752, 0.8529071807861328, 0.7824579477310181]","['no person', 'interior design', 'food', 'people', 'festival']","[0.9915480613708496, 0.9831663370132446, 0.9622751474380493, 0.9600088596343994, 0.9543064832687378]","['Food', 'Fast food', 'Cuisine', 'Menu', 'Dish']","[0.6876723, 0.6437138, 0.61451286, 0.54831696, 0.53642154]","['counter', 'table', 'furniture', 'checkout counter', 'display window']","[0.804, 0.866, 0.866, 0.548, 0.506]",deli
deli_11_04_yahoo,deli,"['Person', 'Human', 'Grocery Store', 'Shop', 'Supermarket']","[99.83990478515625, 99.83990478515625, 99.14118957519531, 99.14118957519531, 81.73284912109375]","['person', 'text', 'indoor', 'convenience store', 'book']","[0.9997504949569702, 0.9908363223075867, 0.9244498014450073, 0.8795325756072998, 0.792499840259552]","['stock', 'market', 'shelf', 'shopping', 'people']","[0.9940014481544495, 0.9896939992904663, 0.9829356670379639, 0.9759176969528198, 0.9723057746887207]","['Retail', 'Product', 'Convenience store', 'Customer', 'Supermarket']","[0.9424738, 0.9252941, 0.8291017, 0.8272044, 0.79180294]","['thriftshop', 'shop', 'retail store', 'building', 'retail merchant']","[0.684, 0.697, 0.71, 0.711, 0.628]",deli
NFA128_classroom,classroom,"['Chair', 'Furniture', 'School', 'Room', 'Classroom']","[89.00769805908203, 89.00769805908203, 87.83406066894531, 77.52395629882812, 77.52395629882812]","['indoor', 'wall', 'desk', 'office building', 'table']","[0.9932912588119507, 0.9859226942062378, 0.9849756956100464, 0.959429144859314, 0.9429723024368286]","['furniture', 'room', 'people', 'desk', 'school']","[0.997306227684021, 0.9969300031661987, 0.9901306629180908, 0.988847017288208, 0.9881070852279663]","['Room', 'Hospital', 'Interior design', 'Furniture', 'Building']","[0.9149365, 0.84842587, 0.84180534, 0.8224936, 0.8086965]","['operating table', 'table', 'furniture', 'laboratory bench', 'Dental Care Room']","[0.778, 0.857, 0.857, 0.561, 0.521]",classroom
classroom02,classroom,"['Chair', 'Furniture', 'School', 'Classroom', 'Room']","[99.24102020263672, 99.24102020263672, 98.3300552368164, 95.50858306884766, 95.50858306884766]","['table', 'indoor', 'furniture', 'floor', 'chair']","[0.9985145330429077, 0.9964983463287354, 0.9953696727752686, 0.9832949638366699, 0.9828070402145386]","['classroom', 'school', 'education', 'room', 'desk']","[0.9997445344924927, 0.9992547035217285, 0.9988589882850647, 0.9977519512176514, 0.9960039854049683]","['Classroom', 'Room', 'Class', 'Furniture', 'Table']","[0.95161694, 0.9435602, 0.8779142, 0.8273491, 0.79571515]","['classroom', 'indoors', 'building', 'reddish orange color', 'greenishness color']","[0.956, 0.956, 0.795, 0.736, 0.694]",classroom
DCP_1461grande,classroom,"['Chair', 'Furniture', 'White Board', 'Room', 'Indoors']","[99.99613952636719, 99.99613952636719, 95.57205963134766, 86.35700225830078, 86.35700225830078]","['wall', 'indoor', 'table', 'floor', 'whiteboard']","[0.9998217821121216, 0.9969654679298401, 0.9880591630935669, 0.9661111235618591, 0.9657610654830933]","['furniture', 'room', 'seat', 'chair', 'interior design']","[0.9989299774169922, 0.9983290433883667, 0.9966272115707397, 0.9938249588012695, 0.9929843544960022]","['Room', 'Property', 'Furniture', 'Building', 'Interior design']","[0.9609858, 0.89920604, 0.8401802, 0.83854765, 0.79387236]","['classroom', 'indoors', 'canteen', 'refectory (dining hall)', 'dining room']","[0.785, 0.921, 0.508, 0.5, 0.521]",classroom
classroom_006,classroom,"['School', 'Room', 'Classroom', 'Indoors', 'Chair']","[99.9680404663086, 99.96641540527344, 99.96641540527344, 99.96641540527344, 90.67365264892578]","['furniture', 'table', 'indoor', 'text', 'desk']","[0.9880080223083496, 0.9809494018554688, 0.9782994985580444, 0.9739858508110046, 0.9471118450164795]","['classroom', 'school', 'education', 'desk', 'class']","[0.9998993277549744, 0.9997767806053162, 0.9994633197784424, 0.9978559017181396, 0.9938618540763855]","['Classroom', 'Room', 'Building', 'Furniture', 'Table']","[0.9361741, 0.8587601, 0.8258222, 0.7143009, 0.6974622]","['classroom', 'indoors', 'class room', 'steel blue color', 'greenishness color']","[0.987, 0.997, 0.5, 0.783, 0.773]",classroom
img_0006,classroom,"['Chair', 'Furniture', 'Classroom', 'School', 'Indoors']","[99.97415161132812, 99.97415161132812, 99.9123306274414, 99.9123306274414, 99.9123306274414]","['furniture', 'table', 'indoor', 'floor', 'desk']","[0.9967728853225708, 0.9946340918540955, 0.9939647912979126, 0.9879729747772217, 0.9746650457382202]","['school', 'classroom', 'room', 'furniture', 'education']","[0.9988396167755127, 0.9988110065460205, 0.9980851411819458, 0.9976546764373779, 0.9972875118255615]","['Room', 'Building', 'Classroom', 'Kindergarten', 'School']","[0.9297005, 0.8754284, 0.86141694, 0.84352523, 0.8210558]","['classroom', 'indoors']","[0.998, 0.998]",classroom
pantry_51_10_flickr,pantry,"['Book', 'Shelf', 'Furniture', 'Cupboard', 'Closet']","[99.99944305419922, 99.97916412353516, 98.71598052978516, 97.32129669189453, 97.32129669189453]","['food', 'snack', 'indoor', 'preserved food', 'food storage']","[0.9935686588287354, 0.9493082761764526, 0.9276323914527893, 0.880380392074585, 0.8617957234382629]","['shelf', 'jar', 'food', 'stock', 'bottle']","[0.9959750175476074, 0.9913475513458252, 0.9898865222930908, 0.9874035120010376, 0.9867199659347534]","['Mason jar', 'Shelf', 'Canning', 'Preserved food', 'Pantry']","[0.93387604, 0.91553676, 0.8053901, 0.7287992, 0.66604227]","['pantry', 'indoors', 'larder (food supply)', 'food', 'spice rack']","[0.848, 0.848, 0.519, 0.519, 0.507]",pantry
agm_pantry_melamine,pantry,"['Shelf', 'Pantry', 'Shop']","[99.99942779541016, 97.64813232421875, 59.19084930419922]","['indoor', 'shelf', 'open', 'closet']","[0.9848058223724365, 0.918747067451477, 0.6685415506362915, 0.207046777009964]","['shelf', 'stock', 'indoors', 'option', 'merchandise']","[0.9999294281005859, 0.9911318421363831, 0.9862655401229858, 0.9853394031524658, 0.9825167059898376]","['Shelf', 'Product', 'Shelving', 'Furniture', 'Refrigerator']","[0.9715023, 0.93479854, 0.9305704, 0.9202136, 0.88598967]","['dispensary', 'medical building', 'building', 'larder (food supply)', 'food']","[0.729, 0.729, 0.729, 0.717, 0.717]",pantry
despensa_12_09_flickr,pantry,"['Refrigerator', 'Appliance', 'Furniture', 'Cupboard', 'Closet']","[99.92357635498047, 99.92357635498047, 99.85560607910156, 99.6466064453125, 99.6466064453125]","['indoor', 'kitchen appliance', 'kitchen', 'wall', 'bottle']","[0.9952259063720703, 0.9833196401596069, 0.9816926121711731, 0.9694509506225586, 0.9621093273162842]","['shelf', 'family', 'room', 'cabinet', 'kitchenware']","[0.9949252605438232, 0.9941223859786987, 0.9902302026748657, 0.9894808530807495, 0.9849909543991089]","['Shelf', 'Room', 'Furniture', 'Cabinetry', 'Shelving']","[0.9629559, 0.88544476, 0.88520867, 0.8611644, 0.80465007]","['pantry', 'indoors', 'alabaster color']","[0.976, 0.976, 0.812]",pantry
pantry_26_08_flickr,pantry,"['Shelf', 'Appliance', 'Refrigerator', 'Cupboard', 'Closet']","[99.9541015625, 98.76182556152344, 98.76182556152344, 97.1362533569336, 97.1362533569336]","['indoor', 'bottle', 'shelf', 'kitchen', 'text']","[0.9684135913848877, 0.9650478363037109, 0.9584639072418213, 0.9124153852462769, 0.9012689590454102]","['shelf', 'family', 'cabinet', 'house', 'counter']","[0.9989995956420898, 0.9928346872329712, 0.9838600158691406, 0.9754648208618164, 0.9709388017654419]","['Refrigerator', 'Shelf', 'Room', 'Pantry', 'Home appliance']","[0.96183324, 0.9465738, 0.9039503, 0.8942789, 0.75668174]","['pantry', 'indoors', 'larder (food supply)', 'food', 'appliance']","[0.95, 0.95, 0.514, 0.514, 0.796]",pantry
pantry_107_01_flickr,pantry,"['Shelf', 'Appliance', 'Refrigerator', 'Pantry', 'Food']","[99.99981689453125, 99.60933685302734, 99.60933685302734, 98.00740051269531, 61.89940643310547]","['refrigerator', 'indoor', 'shelf', 'bottle', 'furniture']","[0.9967496991157532, 0.9814273118972778, 0.9463744163513184, 0.9424725770950317, 0.9131104350090027]","['shelf', 'refrigerator', 'food', 'family', 'stock']","[0.9991700649261475, 0.9879186153411865, 0.9825881719589233, 0.9781551361083984, 0.9690857529640198]","['Shelf', 'Shelving', 'Pantry', 'Food storage', 'Room']","[0.9759335, 0.9426853, 0.9321392, 0.91714895, 0.87458414]","['pantry', 'indoors', 'larder (food supply)', 'food', 'sage green color']","[0.93, 0.93, 0.5, 0.5, 0.755]",pantry
sala_de_espera_03_14_altavista,waiting_room,"['Chair', 'Furniture', 'Room', 'Indoors', 'Waiting Room']","[99.9405288696289, 99.9405288696289, 96.08428955078125, 96.08428955078125, 92.154541015625]","['chair', 'wall', 'table', 'floor', 'indoor']","[0.9958152770996094, 0.9957404136657715, 0.9935557842254639, 0.9912256002426147, 0.9731382131576538]","['chair', 'furniture', 'seat', 'table', 'room']","[0.9997838735580444, 0.9996178150177002, 0.9993534088134766, 0.9974033832550049, 0.9972784519195557]","['Furniture', 'Room', 'Floor', 'Table', 'Property']","[0.95956117, 0.95248944, 0.94160336, 0.92771035, 0.9275872]","['lounge', 'indoors', 'reception room', 'seat', 'furniture']","[0.803, 0.875, 0.546, 0.502, 0.543]",waiting_room
image004,waiting_room,"['Room', 'Bedroom', 'Indoors', 'Chair', 'Furniture']","[98.81073760986328, 98.81073760986328, 98.81073760986328, 98.45860290527344, 98.45860290527344]","['floor', 'table', 'indoor', 'chair', 'wooden']","[0.9930371046066284, 0.9859523177146912, 0.9570924043655396, 0.9228359460830688, 0.8693052530288696]","['furniture', 'room', 'seat', 'chair', 'indoors']","[0.9991230964660645, 0.9985513687133789, 0.9973658323287964, 0.9967014193534851, 0.9965007305145264]","['Room', 'Property', 'Furniture', 'Interior design', 'Wall']","[0.94723153, 0.8843256, 0.87463295, 0.832358, 0.7999515]","['dining room', 'indoors', 'accommodation', 'living quarters', 'housing']","[0.598, 0.692, 0.571, 0.612, 0.731]",waiting_room
waiting_room_39_03_altavista,waiting_room,"['Chair', 'Furniture', 'Couch', 'Indoors', 'Room']","[99.84698486328125, 99.84698486328125, 99.47779846191406, 99.3631820678711, 99.3631820678711]","['floor', 'indoor', 'coffee table', 'table', 'room']","[0.9874695539474487, 0.9605109691619873, 0.9563286304473877, 0.9526212215423584, 0.9423661231994629]","['room', 'furniture', 'table', 'chair', 'seat']","[0.9985532164573669, 0.9982601404190063, 0.9966793656349182, 0.9957674741744995, 0.9955794811248779]","['Room', 'Furniture', 'Living room', 'Interior design', 'Property']","[0.97986174, 0.9757039, 0.969179, 0.9570548, 0.9085858]","['parlor', 'indoors', 'living room', 'drawing room', 'reddish orange color']","[0.833, 0.96, 0.729, 0.5, 0.964]",waiting_room
lobby2,waiting_room,"['Chair', 'Furniture', 'Room', 'Indoors', 'Waiting Room']","[99.76228332519531, 99.76228332519531, 99.75651550292969, 99.75651550292969, 99.41484069824219]","['floor', 'wall', 'chair', 'indoor', 'room']","[0.9985305070877075, 0.9928315877914429, 0.9912927150726318, 0.9906539916992188, 0.9792678356170654]","['furniture', 'seat', 'chair', 'room', 'people']","[0.9989629983901978, 0.9987877607345581, 0.9978905916213989, 0.9976173639297485, 0.9915642738342285]","['Room', 'Waiting room', 'Public space', 'Human settlement', 'Building']","[0.9342879, 0.9152116, 0.9042407, 0.86361086, 0.82270604]","['lounge', 'indoors', 'common room', 'living room', 'building']","[0.943, 0.965, 0.5, 0.521, 0.774]",waiting_room
Waiting Room,waiting_room,"['Chair', 'Furniture', 'Room', 'Indoors', 'Waiting Room']","[99.81097412109375, 99.81097412109375, 97.08822631835938, 97.08822631835938, 94.40350341796875]","['vehicle', 'land vehicle', 'car', 'window', 'wheel']","[0.9699980020523071, 0.9677573442459106, 0.9404221773147583, 0.922316312789917, 0.8051713109016418]","['chair', 'car', 'seat', 'city', 'empty']","[0.9977277517318726, 0.9951844811439514, 0.9932615756988525, 0.9819251298904419, 0.9798884391784668]","['Blue', 'Chair', 'Plastic', 'Vehicle', 'Recreation']","[0.96301025, 0.76748323, 0.7455351, 0.7260183, 0.6427465]","['seat', 'support', 'conference room', 'indoors', 'chair']","[0.845, 0.845, 0.698, 0.698, 0.5]",waiting_room
Salle de Restaurant,restaurant,"['Furniture', 'Chair', 'Restaurant', 'Tablecloth', 'Table']","[99.71098327636719, 99.71098327636719, 98.53474426269531, 97.25311279296875, 96.78396606445312]","['table', 'indoor', 'floor', 'chair', 'window']","[0.990767240524292, 0.9847161769866943, 0.9623016119003296, 0.9502956867218018, 0.9480386972427368]","['interior design', 'table', 'furniture', 'chair', 'seat']","[0.9971082806587219, 0.9969432353973389, 0.9951512813568115, 0.9935144186019897, 0.9912396669387817]","['Restaurant', 'Room', 'Building', 'Table', 'Dining room']","[0.9672904, 0.91085917, 0.803371, 0.76694065, 0.6886224]","['restaurant', 'building', 'Dining Hall', 'refectory (dining hall)', 'dining room']","[0.71, 0.71, 0.695, 0.614, 0.629]",restaurant
room251,restaurant,"['Restaurant', 'Chair', 'Furniture', 'Human', 'Person']","[99.81282043457031, 99.80728912353516, 99.80728912353516, 97.54833984375, 97.54833984375]","['table', 'chair', 'vase', 'furniture', 'dining']","[0.9983406066894531, 0.9739198088645935, 0.9731923341751099, 0.9477734565734863, 0.9249280095100403]","['table', 'dining', 'restaurant', 'place setting', 'banquet']","[0.9986822605133057, 0.9979653358459473, 0.9955924153327942, 0.9866764545440674, 0.9860836267471313]","['Restaurant', 'Tablecloth', 'Room', 'Table', 'Function hall']","[0.98057115, 0.83223516, 0.76465386, 0.73289937, 0.6776923]","['restaurant', 'building', 'brasserie', 'teashop', 'breakfast table']","[0.941, 0.941, 0.601, 0.52, 0.5]",restaurant
bistro_09_23_flickr,restaurant,"['Restaurant', 'Chair', 'Furniture', 'Cafe', 'Table']","[99.803466796875, 99.30889892578125, 99.30889892578125, 98.20842742919922, 94.89064025878906]","['table', 'kitchen & dining room table', 'text', 'indoor', 'chair']","[0.9913319945335388, 0.9489297866821289, 0.9431061744689941, 0.9276232719421387, 0.8583573698997498]","['table', 'restaurant', 'indoors', 'inside', 'pub']","[0.9786054491996765, 0.9649218916893005, 0.9609076976776123, 0.960881769657135, 0.9586653709411621]","['Building', 'Restaurant', 'Interior design', 'Room', 'Furniture']","[0.8557509, 0.82829666, 0.74759173, 0.71392286, 0.5331731]","['deli', 'shop', 'retail store', 'building', 'estaminet (cafe)']","[0.68, 0.788, 0.792, 0.931, 0.59]",restaurant
restaurant_06_09_altavista,restaurant,"['Restaurant', 'Chair', 'Furniture', 'Cafe', 'Table']","[98.92146301269531, 98.3891830444336, 98.3891830444336, 92.65426635742188, 84.96569061279297]","['indoor', 'table', 'floor', 'ceiling', 'chair']","[0.9980794191360474, 0.9882643222808838, 0.9867699146270752, 0.9599839448928833, 0.9584329724311829]","['table', 'furniture', 'chair', 'inside', 'indoors']","[0.9986807703971863, 0.994667649269104, 0.9939042329788208, 0.9925875663757324, 0.9925503730773926]","['Room', 'Restaurant', 'Vehicle', 'Building', 'Luxury yacht']","[0.8893393, 0.7883349, 0.7700205, 0.7047084, 0.64272994]","['restaurant', 'building', 'dining-hall', 'dining room', 'indoors']","[0.837, 0.837, 0.5, 0.606, 0.608]",restaurant
salle_restaurant22,restaurant,"['Restaurant', 'Furniture', 'Indoors', 'Room', 'Housing']","[97.10052490234375, 92.75987243652344, 89.1993179321289, 86.35035705566406, 82.44381713867188]","['table', 'indoor', 'vase', 'ceiling', 'chair']","[0.9906097650527954, 0.9853307604789734, 0.9831562042236328, 0.982932448387146, 0.8667478561401367]","['table', 'furniture', 'luxury', 'chair', 'indoors']","[0.999113142490387, 0.9964032173156738, 0.9940145015716553, 0.992519199848175, 0.986824631690979]","['Restaurant', 'Property', 'Building', 'Room', 'Interior design']","[0.9505493, 0.9399614, 0.8999031, 0.8731352, 0.7975324]","['restaurant', 'building', 'brasserie', 'cocktail lounge', 'indoors']","[0.877, 0.877, 0.639, 0.5, 0.502]",restaurant
airport_inside_0416,airport,"['Airport', 'Terminal', 'Airport Terminal', 'Person', 'Human']","[99.8936767578125, 99.76803588867188, 99.76803588867188, 99.32807922363281, 99.32807922363281]","['indoor', 'station', 'ceiling', 'building', 'person']","[0.9864038228988647, 0.9471127390861511, 0.8087459802627563, 0.805295467376709, 0.7201338410377502]","['airport', 'subway system', 'ceiling', 'departure', 'mall']","[0.9984415173530579, 0.9966845512390137, 0.9930199384689331, 0.9901283979415894, 0.9895685911178589]","['Building', 'Architecture', 'Daylighting', 'Airport terminal', 'Metro station']","[0.9167297, 0.78712916, 0.6191587, 0.57246304, 0.5309324]","['air terminal', 'Escalator', 'indoors', 'protective covering', 'lifting device']","[0.834, 0.764, 0.792, 0.796, 0.801]",airport
airport_inside_0488,airport,"['Airport', 'Terminal', 'Airport Terminal', 'Person', 'Human']","[99.36524200439453, 97.95365142822266, 97.68521881103516, 97.6139144897461, 97.6139144897461]","['indoor', 'metal', 'station', 'person', 'building']","[0.9942986965179443, 0.7632640600204468, 0.7373671531677246, 0.6166011095046997, 0.5831018090248108]","['airport', 'glass items', 'ceiling', 'business', 'travel']","[0.9968705177307129, 0.9831020832061768, 0.9777920842170715, 0.9776811599731445, 0.9771521091461182]","['Architecture', 'Building', 'Hangar', 'Daylighting']","[0.76329434, 0.71529496, 0.67852837, 0.64464366]","['Escalator', 'air terminal', 'instrument', 'protective covering', 'gray color']","[0.825, 0.541, 0.798, 0.795, 0.93]",airport
airport_inside_0058,airport,"['Person', 'Flooring', 'Human', 'Floor', 'Corridor']","[99.99958801269531, 99.99958801269531, 99.99958801269531, 99.99729919433594, 95.65876770019531]","['floor', 'footwear', 'clothing', 'person', 'indoor']","[0.9998090267181396, 0.9604443311691284, 0.9590158462524414, 0.9567111730575562, 0.8733224868774414]","['people', 'reflection', 'airport', 'portrait', 'indoors']","[0.9932337999343872, 0.9896489381790161, 0.9853344559669495, 0.9851144552230835, 0.9807365536689758]","['Red', 'Standing', 'Silhouette', 'Shadow', 'Reflection']","[0.9245085, 0.89705724, 0.816589, 0.7756373, 0.7635137]","['person', 'sliding door', 'door', 'barrier', 'revolving door']","[0.594, 0.536, 0.627, 0.627, 0.519]",airport
airport_inside_0495,airport,"['Building', 'Architecture', 'Window', 'Bridge', 'Skylight']","[99.0672607421875, 99.0672607421875, 97.07933044433594, 94.81745147705078, 90.19219207763672]","['train', 'building', 'station', 'scaffolding', 'sky']","[0.9907734394073486, 0.8716138601303101, 0.8681914210319519, 0.6592721343040466, 0.5742768049240112]","['steel', 'construction', 'expression', 'urban', 'glass items']","[0.9921272993087769, 0.9872536659240723, 0.9867478013038635, 0.9855537414550781, 0.9841617345809937]","['Architecture', 'Daylighting', 'Building', 'Ceiling', 'Metal']","[0.8365494, 0.816752, 0.80427533, 0.692828, 0.6591346]","['air terminal', 'atrium of building', 'courtyard', 'truss (of bridge)', 'framework']","[0.765, 0.633, 0.633, 0.596, 0.637]",airport
airport_inside_0387,airport,"['Human', 'Person', 'Crowd', 'Audience', 'Clothing']","[99.64710998535156, 99.64710998535156, 99.0197982788086, 99.0197982788086, 79.92523193359375]","['person', 'indoor', 'clothing', 'human face', 'woman']","[0.9999468326568604, 0.9955443143844604, 0.9932656288146973, 0.9911943674087524, 0.9674230813980103]","['group', 'people', 'election', 'woman', 'politician']","[0.9887468218803406, 0.9686089158058167, 0.962024986743927, 0.9589634537696838, 0.9547627568244934]","['Event', 'Job', 'Community', 'Crowd', 'Employment']","[0.9078722, 0.85251826, 0.840917, 0.7964476, 0.71240777]","['person', 'Booth (Indoor)', 'conference center', 'building', 'lecture room']","[0.599, 0.688, 0.555, 0.555, 0.52]",airport
gameroom4,game_room,"['Sport', 'Sports', 'Ping Pong', 'Furniture', 'Chair']","[97.0420150756836, 97.0420150756836, 97.03575134277344, 65.12043762207031, 65.12043762207031]","['ceiling', 'tennis', 'table-tennis table', 'indoor', 'table']","[0.9970879554748535, 0.9914655685424805, 0.9866113662719727, 0.980437159538269, 0.9770644307136536]","['indoors', 'furniture', 'table', 'room', 'chair']","[0.9836921095848083, 0.9779959917068481, 0.9619755744934082, 0.9589446783065796, 0.9515708684921265]","['Recreation room', 'Ping pong', 'Room', 'Table', 'Table tennis racket']","[0.9902724, 0.9752371, 0.9654089, 0.94020903, 0.9261604]","['table-tennis table', 'table', 'furniture', 'Table Tennis', 'sport']","[0.961, 0.961, 0.961, 0.599, 0.599]",game_room
gameroom78,game_room,"['Furniture', 'Room', 'Indoors', 'Table', 'Billiard Room']","[99.9572982788086, 99.6339340209961, 99.6339340209961, 99.50300598144531, 90.20835876464844]","['indoor', 'floor', 'wall', 'table', 'billiard table']","[0.9989191293716431, 0.9877630472183228, 0.9856575727462769, 0.9767209887504578, 0.9585022926330566]","['furniture', 'interior design', 'indoors', 'room', 'table']","[0.9984453916549683, 0.9962334036827087, 0.9957220554351807, 0.992739200592041, 0.9920758605003357]","['Billiard table', 'Recreation room', 'Billiard room', 'Pool', 'Room']","[0.99148846, 0.9902724, 0.98852056, 0.98071235, 0.97986174]","['recreation room', 'indoors', 'reddish brown color']","[0.992, 0.992, 0.817]",game_room
VA_02_02_6307_01_l,game_room,"['Furniture', 'Indoors', 'Room', 'Table', 'Bench']","[99.91944885253906, 99.8020248413086, 99.8020248413086, 99.46356964111328, 99.20233154296875]","['indoor', 'table', 'floor', 'billiard table', 'recreation room']","[0.9856389164924622, 0.973548412322998, 0.9730162024497986, 0.8728970885276794, 0.828009843826294]","['table', 'furniture', 'room', 'chair', 'indoors']","[0.9958118200302124, 0.9957923889160156, 0.9883413314819336, 0.9820664525032043, 0.9798307418823242]","['Billiard room', 'Billiard table', 'Recreation room', 'Pool', 'Games']","[0.9941485, 0.9936949, 0.9902724, 0.9845084, 0.9665003]","['poolroom', 'indoors', 'pool table', 'table', 'furniture']","[0.76, 0.76, 0.571, 0.571, 0.571]",game_room
LV_04_01_0004_22_l,game_room,"['Furniture', 'Room', 'Indoors', 'Table', 'Billiard Room']","[99.9435043334961, 99.71501159667969, 99.71501159667969, 99.55303955078125, 92.86158752441406]","['indoor', 'billiard table', 'floor', 'recreation room', 'poolroom']","[0.9920746088027954, 0.989477276802063, 0.9793687462806702, 0.9780505895614624, 0.9759935140609741]","['indoors', 'furniture', 'interior design', 'luxury', 'table']","[0.9920192360877991, 0.9903497695922852, 0.988750696182251, 0.9843313097953796, 0.9839239716529846]","['Billiard room', 'Billiard table', 'Room', 'Pool', 'Furniture']","[0.98852056, 0.9854586, 0.97986174, 0.9737202, 0.96870685]","['billiard room', 'indoors', 'poolroom', 'reddish brown color']","[0.862, 0.968, 0.768, 0.9]",game_room
Salle_de_Jeux_Villa_3_1_,game_room,"['Furniture', 'Flooring', 'Room', 'Indoors', 'Table']","[99.76866912841797, 99.26564025878906, 98.88455200195312, 98.88455200195312, 98.64541625976562]","['floor', 'indoor', 'indoor games and sports', 'billiard table', 'sports equipment']","[0.999926745891571, 0.9994094371795654, 0.9970188140869141, 0.9966362714767456, 0.9959776401519775]","['table', 'furniture', 'indoors', 'room', 'chair']","[0.9968773722648621, 0.9965305328369141, 0.9959329962730408, 0.9946580529212952, 0.9912723898887634]","['Billiard room', 'Billiard table', 'Recreation room', 'Pool', 'Snooker']","[0.9948637, 0.9938426, 0.9902724, 0.9883391, 0.98819077]","['poolroom', 'indoors', 'Billiard Room']","[0.883, 0.883, 0.586]",game_room
GarageInside,garage,"['Automobile', 'Transportation', 'Car', 'Vehicle', 'Garage']","[95.25231170654297, 95.25231170654297, 95.25231170654297, 95.25231170654297, 91.29347229003906]","['land vehicle', 'vehicle', 'ceiling', 'wheel', 'indoor']","[0.9783217906951904, 0.9664446115493774, 0.9516432285308838, 0.9145338535308838, 0.8905882835388184]","['car', 'vehicle', 'transportation system', 'luxury', 'industry']","[0.9985741972923279, 0.9920614957809448, 0.9908739328384399, 0.9692237377166748, 0.9661985635757446]","['Vehicle', 'Luxury vehicle', 'Car', 'Parking', 'Automotive exterior']","[0.92225116, 0.9173052, 0.9075459, 0.82277036, 0.7311965]","['garage', 'shop', 'retail store', 'building', 'Car Repair Shop']","[0.769, 0.838, 0.842, 0.843, 0.725]",garage
garage_103,garage,"['Shelf', 'Pantry', 'Furniture']","[99.97990417480469, 92.63301849365234, 73.51155090332031]","['indoor', 'wall', 'design', 'furniture', 'cabinetry']","[0.9893225431442261, 0.9598827958106995, 0.9047635793685913, 0.8649890422821045, 0.8589674830436707]","['interior design', 'contemporary', 'indoors', 'shelf', 'cabinet']","[0.9992766380310059, 0.9985901117324829, 0.9965336322784424, 0.9961698055267334, 0.9908132553100586]","['Shelf', 'Room', 'Furniture', 'Shelving', 'Cabinetry']","[0.96577585, 0.94096005, 0.91650313, 0.9050939, 0.8761051]","['larder (food supply)', 'food', 'pantry', 'indoors', 'refrigerator']","[0.664, 0.664, 0.525, 0.534, 0.5]",garage
