imageName,groundTruth,amazonLabels,amazonScores,azureLabels,azureScores,clarifaiLabels,clarifaiScores,googleLabels,googleScores,watsonLabels,watsonScores,category
Places365_val_00028966,tree_farm,"['Nature', 'Hill', 'Countryside', 'Outdoors', 'Mountain']","[99.8794937133789, 99.82943725585938, 99.82943725585938, 99.82943725585938, 95.20579528808594]","['sky', 'plant', 'outdoor', 'grass', 'cactus']","[0.995884358882904, 0.9914494752883911, 0.979748547077179, 0.9700134992599487, 0.9660505056381226]","['nature', 'agriculture', 'no person', 'landscape', 'tree']","[0.9920814037322998, 0.9650686979293823, 0.9630452394485474, 0.9626102447509766, 0.9590152502059937]","['Plant community', 'Vegetation', 'Tree', 'Shrubland', 'Hill station']","[0.91455644, 0.9123501, 0.89307266, 0.8674448, 0.8652075]","['Fraser fir tree', 'silver fir tree', 'fir tree', 'tree', 'plant']","[0.801, 0.812, 0.855, 0.856, 0.856]",tree_farm
Places365_val_00013625,tree_farm,"['Plant', 'Fence', 'Hedge', 'Tree']","[99.97120666503906, 99.90172576904297, 99.90172576904297, 95.6728286743164]","['tree', 'outdoor', 'sky', 'plant', 'conifer']","[0.99997878074646, 0.9975461363792419, 0.9919092059135437, 0.9865113496780396, 0.8458247184753418]","['nature', 'flora', 'leaf', 'tree', 'landscape']","[0.9957858324050903, 0.9932442307472229, 0.9904003739356995, 0.9897130727767944, 0.9822425842285156]","['Tree', 'shortleaf black spruce', 'Plant', 'Arizona Cypress', 'thuya']","[0.98525006, 0.96456045, 0.9635069, 0.9613306, 0.9294258]","['Arizona cypress tree', 'cypress tree', 'tree', 'plant', 'arborvitae (conifer) tree']","[0.72, 0.721, 0.891, 0.891, 0.662]",tree_farm
Places365_val_00011764,boxing_ring,"['Human', 'Person', 'Boxing', 'Sports', 'Sport']","[99.3939208984375, 99.3939208984375, 99.23703002929688, 99.23703002929688, 99.23703002929688]","['striking combat sports', 'sports equipment', 'combat sport', 'contact sport', 'boxing ring']","[0.9804958701133728, 0.9797632694244385, 0.9766345024108887, 0.9754880666732788, 0.9595552682876587]","['boxer', 'competition', 'strength', 'combat', 'athlete']","[0.9989780187606812, 0.995542049407959, 0.9942343235015869, 0.9937935471534729, 0.992024302482605]","['Combat sport', 'Contact sport', 'Professional boxer', 'Sport venue', 'Boxing']","[0.99486125, 0.9884134, 0.9865822, 0.9767148, 0.97490984]","['boxing', 'contact sport', 'sport', 'boxing flyweight', 'person']","[0.826, 0.827, 0.827, 0.593, 0.731]",boxing_ring
Places365_val_00020155,boxing_ring,"['Person', 'Human', 'Boxing', 'Sports', 'Sport']","[99.52574157714844, 99.52574157714844, 99.52574157714844, 99.52574157714844, 99.52574157714844]","['sports equipment', 'person', 'contact sport', 'sport', 'combat sport']","[0.9570608139038086, 0.9476584196090698, 0.9122997522354126, 0.8735823631286621, 0.8685340285301208]","['competition', 'boxer', 'punch', 'aggression', 'combat']","[0.9991124868392944, 0.9990603923797607, 0.9990108013153076, 0.9976778030395508, 0.9971455335617065]","['Contact sport', 'Professional boxer', 'Sport venue', 'Combat sport', 'Boxing']","[0.9884134, 0.9831895, 0.98274606, 0.97143465, 0.9488558]","['person', 'boxing', 'contact sport', 'sport', 'professional boxing']","[0.801, 0.847, 0.849, 0.849, 0.555]",boxing_ring
Places365_val_00023943,boxing_ring,"['Person', 'Human', 'Sport', 'Sports', 'Boxing']","[99.67012786865234, 99.67012786865234, 99.60929107666016, 99.60929107666016, 99.09225463867188]","['indoor', 'person', 'ceiling', 'sports equipment', 'wall']","[0.9947586059570312, 0.9833600521087646, 0.9605419635772705, 0.9601975083351135, 0.9540789723396301]","['festival', 'competition', 'sport', 'athlete', 'performance']","[0.9774661064147949, 0.9735957384109497, 0.957411527633667, 0.9553854465484619, 0.9504125118255615]","['Wrestling', 'Professional wrestling', 'Combat sport', 'Individual sports', 'Wrestler']","[0.99356157, 0.96315366, 0.8947862, 0.8796659, 0.87222165]","['professional wrestling', 'contact sport', 'sport', 'physical struggle', 'person']","[0.95, 0.951, 0.951, 0.5, 0.5]",boxing_ring
Places365_val_00008056,boxing_ring,"['Human', 'Person', 'Sports', 'Sport', 'Boxing']","[99.5559310913086, 99.5559310913086, 99.2775650024414, 99.2775650024414, 98.7912368774414]",['indoor'],[0.9762740135192871],"['boxer', 'competition', 'adult', 'fighter', 'man']","[0.9881359338760376, 0.9851967692375183, 0.980066180229187, 0.9761688709259033, 0.9751808643341064]","['Sport venue', 'Arm', 'Muscle', 'Professional wrestling', 'Contact sport']","[0.85466003, 0.83452225, 0.73764527, 0.6557732, 0.6383038]","['professional wrestling', 'contact sport', 'sport', 'parallel bars', 'gymnastic apparatus']","[0.648, 0.745, 0.753, 0.621, 0.626]",boxing_ring
Places365_val_00003267,boxing_ring,"['Person', 'Human', 'Boxing', 'Sport', 'Sports']","[99.06472778320312, 99.06472778320312, 96.83992004394531, 96.83992004394531, 96.83992004394531]","['person', 'human face', 'man', 'black and white']","[0.9992431998252869, 0.6831665635108948, 0.6729890704154968, 0.6172141432762146]","['people', 'man', 'adult', 'boxer', 'athlete']","[0.9978442192077637, 0.993668794631958, 0.9841163158416748, 0.9823410511016846, 0.9789986610412598]","['Photograph', 'Male', 'Monochrome', 'Muscle', 'Black-and-white']","[0.9588809, 0.8184922, 0.80325615, 0.7994095, 0.74367446]","['man with shaven head', 'person', 'people', 'father', 'boxing (lightweight)']","[0.65, 0.88, 0.753, 0.537, 0.5]",boxing_ring
Places365_val_00021922,cliff,"['Bush', 'Plant', 'Vegetation', 'Nature', 'Outdoors']","[99.99343872070312, 99.99343872070312, 99.99343872070312, 99.78096008300781, 99.66309356689453]","['outdoor', 'sky', 'nature', 'grass', 'valley']","[0.9992149472236633, 0.9883482456207275, 0.9666182994842529, 0.9517208337783813, 0.93451327085495]","['outdoors', 'nature', 'landscape', 'rock', 'tree']","[0.9939525723457336, 0.9930862784385681, 0.991156280040741, 0.9878540635108948, 0.9850218892097473]","['Vegetation', 'Geological phenomenon', 'Plant community', 'Soil', 'Rock']","[0.9190431, 0.9178102, 0.8942782, 0.8918913, 0.8857023]","['escarpment', 'fortification', 'defensive structure', 'scablands', 'nature']","[0.589, 0.589, 0.589, 0.53, 0.717]",cliff
Places365_val_00022832,cliff,"['Vehicle', 'Transportation', 'Motorcycle', 'Sidecar', 'Person']","[98.90545654296875, 98.90545654296875, 98.90545654296875, 97.7372817993164, 79.67011260986328]","['outdoor', 'sky', 'road', 'motorcycle', 'grass']","[0.9998763799667358, 0.9979516267776489, 0.9942647218704224, 0.9909069538116455, 0.9817246198654175]","['bike', 'road', 'transportation system', 'motorcyclist', 'biker']","[0.994293212890625, 0.9860379695892334, 0.9826773405075073, 0.9753499031066895, 0.974398136138916]","['Vehicle', 'Motor vehicle', 'Motorcycle', 'Mode of transport', 'Motorcycling']","[0.9509403, 0.9010037, 0.81570387, 0.80817014, 0.6970486]","['motorcyclist', 'traveler', 'person', 'scrambler (bike)', 'mover']","[0.846, 0.884, 0.884, 0.555, 0.555]",cliff
Places365_val_00011632,cliff,"['Person', 'Human', 'Vehicle', 'Transportation', 'Boat']","[99.68903350830078, 99.68903350830078, 83.4910659790039, 83.4910659790039, 83.4910659790039]","['outdoor', 'mountain', 'sky', 'water', 'person']","[0.9996622204780579, 0.9989204406738281, 0.9970728158950806, 0.9968481063842773, 0.9306590557098389]","['water', 'travel', 'nature', 'outdoors', 'sea']","[0.9936537742614746, 0.9853538870811462, 0.9820907115936279, 0.9771931171417236, 0.9734805822372437]","['Water', 'Water resources', 'Sound', 'Water transportation', 'Waterway']","[0.96975785, 0.96194446, 0.8700291, 0.82425374, 0.812022]","['lakeside', 'shore', 'nature', 'lakefront', 'fishing']","[0.692, 0.713, 0.816, 0.5, 0.799]",cliff
Places365_val_00035354,cliff,"['Shoreline', 'Water', 'Ocean', 'Nature', 'Sea']","[99.98821258544922, 99.98821258544922, 99.98531341552734, 99.98531341552734, 99.98531341552734]","['water', 'outdoor', 'beach', 'nature', 'cave']","[0.9743682742118835, 0.9727897644042969, 0.9547829627990723, 0.9476006031036377, 0.925286054611206]","['rock', 'water', 'landscape', 'nature', 'travel']","[0.9947549700737, 0.9855186343193054, 0.9840145707130432, 0.9834946393966675, 0.9811716079711914]","['Rock', 'Natural landscape', 'Formation', 'Nature', 'Coast']","[0.9751307, 0.9659501, 0.96149707, 0.96134204, 0.91234434]","['Rock Arch', 'rock', 'nature', 'cove', 'natural elevation']","[0.827, 0.83, 0.954, 0.591, 0.795]",cliff
Places365_val_00035834,cliff,"['Nature', 'Outdoors', 'Cliff', 'Sea', 'Ocean']","[99.947509765625, 99.83576202392578, 98.30534362792969, 96.02909088134766, 96.02909088134766]","['sky', 'mountain', 'outdoor', 'nature', 'landscape']","[0.9835256338119507, 0.9769948124885559, 0.9713241457939148, 0.9448742866516113, 0.9374567866325378]","['seashore', 'landscape', 'water', 'no person', 'nature']","[0.9923836588859558, 0.9918244481086731, 0.9918200969696045, 0.991811990737915, 0.9907928109169006]","['Cliff', 'Natural landscape', 'Formation', 'Klippe', 'Headland']","[0.9650391, 0.9398156, 0.89845675, 0.8961688, 0.8853693]","['cliff', 'nature', 'precipice', 'slope', 'natural elevation']","[0.916, 0.96, 0.5, 0.779, 0.799]",cliff
Places365_val_00017891,tundra,"['Vegetation', 'Bush', 'Plant', 'Bird', 'Animal']","[97.71856689453125, 97.71856689453125, 97.71856689453125, 92.53211212158203, 92.53211212158203]","['grass', 'outdoor', 'dry', 'animal', 'field']","[0.9999998807907104, 0.9997642040252686, 0.9920151233673096, 0.991607666015625, 0.985076904296875]","['nature', 'wildlife', 'bird', 'no person', 'wild']","[0.9920369386672974, 0.9883121252059937, 0.9690912365913391, 0.967307448387146, 0.9490605592727661]","['American Bittern', 'Grass family', 'Grass', 'Terrestrial animal', 'Bird']","[0.9807692, 0.82724553, 0.76197845, 0.7443861, 0.7422248]","['American bittern  (heron)', 'heron', 'aquatic bird', 'bird', 'animal']","[0.791, 0.791, 0.977, 0.977, 0.977]",tundra
Places365_val_00001284,tundra,"['Apparel', 'Clothing', 'Footwear', 'Human', 'Person']","[99.9383544921875, 99.9383544921875, 98.26736450195312, 83.93956756591797, 83.93956756591797]","['outdoor', 'footwear', 'mountain', 'hiking', 'feet']","[0.989142656326294, 0.9865710735321045, 0.9351456165313721, 0.9302089214324951, 0.9221205115318298]","['travel', 'summer', 'outdoors', 'nature', 'mountain']","[0.9862778186798096, 0.9831829071044922, 0.9811993837356567, 0.9794201254844666, 0.9735826253890991]","['Footwear', 'Shoe', 'Leg', 'Hiking equipment', 'Hiking boot']","[0.96240586, 0.8973876, 0.84669966, 0.818182, 0.7437104]","['person', 'tor (rocky hill)', 'rock', 'nature', 'crag']","[0.597, 0.609, 0.61, 0.762, 0.511]",tundra
Places365_val_00023613,tundra,"['Mammal', 'Animal', 'Cattle', 'Cow', 'Calf']","[94.47877502441406, 94.47877502441406, 88.79885864257812, 88.79885864257812, 88.79885864257812]","['grass', 'outdoor', 'field', 'animal', 'mammal']","[1.0, 0.9995096921920776, 0.993719220161438, 0.9695563912391663, 0.9693943858146667]","['sheep', 'baby sheep', 'mammal', 'grass', 'livestock']","[0.9990831613540649, 0.9956711530685425, 0.9953399896621704, 0.985745370388031, 0.9854798316955566]","['Goats', 'Sheep', 'Pasture', 'Grass', 'Goat']","[0.95025676, 0.90926456, 0.90698266, 0.8936075, 0.88094395]","['lamb', 'young', 'animal', 'alabaster color', 'ivory color']","[0.979, 0.979, 0.979, 0.772, 0.576]",tundra
Places365_val_00034692,tundra,"['Nature', 'Outdoors', 'Hill', 'Countryside', 'Mountain']","[99.96845245361328, 99.87814331054688, 99.78826141357422, 99.78826141357422, 78.13448333740234]","['mountain', 'outdoor', 'nature', 'snow', 'sky']","[0.9990580081939697, 0.9935300350189209, 0.9913243055343628, 0.9907060265541077, 0.9879885315895081]","['mountain', 'nature', 'snow', 'hike', 'travel']","[0.99627685546875, 0.9882564544677734, 0.9874902963638306, 0.9866621494293213, 0.9845940470695496]","['Mountainous landforms', 'Mountain', 'Natural landscape', 'Mountain range', 'Highland']","[0.99368936, 0.9899561, 0.9659501, 0.95880824, 0.95699614]","['ravine', 'valley', 'nature', 'Alpine glacier', 'glacier']","[0.691, 0.709, 0.944, 0.685, 0.736]",tundra
Places365_val_00032151,tundra,"['Landscape', 'Nature', 'Scenery', 'Panoramic', 'Outdoors']","[99.989501953125, 99.989501953125, 99.989501953125, 99.989501953125, 99.989501953125]","['mountain', 'sky', 'outdoor', 'grass', 'nature']","[0.9992080926895142, 0.9940394759178162, 0.9870453476905823, 0.9820923805236816, 0.973738431930542]","['mountain', 'snow', 'landscape', 'scenic', 'no person']","[0.9947967529296875, 0.9931448101997375, 0.982407808303833, 0.9812476634979248, 0.9810503125190735]","['Mountainous landforms', 'Mountain', 'Natural landscape', 'Nature', 'Highland']","[0.9928549, 0.9921206, 0.98526186, 0.9754189, 0.97143376]","['ridge', 'nature', 'alp', 'slope', 'ice mass']","[0.608, 0.859, 0.576, 0.787, 0.787]",tundra
Places365_val_00022233,crosswalk,"['Person', 'Human', 'Road', 'Field', 'Outdoors']","[99.42649841308594, 99.42649841308594, 77.24982452392578, 67.35314178466797, 67.35314178466797]","['ground', 'outdoor', 'person', 'umbrella', 'accessory']","[0.9979023337364197, 0.9959850311279297, 0.8226001858711243, 0.7648199200630188, 0.4783317744731903]","['city', 'people', 'wheel', 'transportation system', 'tourism']","[0.9863485097885132, 0.9842002391815186, 0.9764919877052307, 0.9729568958282471, 0.9693056344985962]","['Street performance', 'Vehicle', 'Tree', 'Leisure', 'Flooring']","[0.85358185, 0.7238019, 0.68692183, 0.5618612, 0.539529]","['person', 'bus stop', 'paving material', 'Segway Human Transporter', 'electrical device']","[0.593, 0.701, 0.632, 0.522, 0.522]",crosswalk
Places365_val_00030826,crosswalk,"['Road', 'Asphalt', 'Tarmac', 'Office Building', 'Building']","[99.88558959960938, 99.25639343261719, 99.25639343261719, 98.90010070800781, 98.90010070800781]","['road', 'building', 'outdoor', 'downtown', 'skyscraper']","[0.9975322484970093, 0.9951913356781006, 0.9928426742553711, 0.9588459730148315, 0.9557236433029175]","['crossing', 'street', 'city', 'road', 'horizontal plane']","[0.9984834790229797, 0.996854305267334, 0.995571494102478, 0.9903949499130249, 0.9898251295089722]","['City', 'Human settlement', 'Building', 'Street', 'Property']","[0.9328655, 0.918484, 0.9167297, 0.9139194, 0.906975]","['pedestrian crossing', 'Crosswalk', 'intersection', 'junction', 'gray color']","[0.949, 0.65, 0.5, 0.529, 0.965]",crosswalk
Places365_val_00010221,crosswalk,"['Bus Stop', 'Pump', 'Machine', 'Gas Pump', 'Symbol']","[99.99090576171875, 97.33988189697266, 97.33988189697266, 97.33988189697266, 91.02323913574219]","['text', 'outdoor', 'sign', 'road', 'street']","[0.9999992847442627, 0.9996215105056763, 0.9984068870544434, 0.9603803157806396, 0.9535119533538818]","['transportation system', 'road', 'horizontal plane', 'traffic', 'street']","[0.9991021156311035, 0.9979380369186401, 0.9950841665267944, 0.9915331602096558, 0.9892559051513672]","['Motor vehicle', 'Street sign', 'Lane', 'Traffic sign', 'Sign']","[0.96272266, 0.92601013, 0.9021961, 0.89299536, 0.8858957]","['signboard', 'no-parking zone', 'street sign', 'measuring instrument', 'gray color']","[0.856, 0.537, 0.5, 0.788, 0.796]",crosswalk
Places365_val_00024295,crosswalk,"['Human', 'Person', 'Building', 'Urban', 'Road']","[99.91118621826172, 99.91118621826172, 99.4831771850586, 99.4831771850586, 99.4831771850586]","['outdoor', 'person', 'clothing', 'ground', 'street']","[0.9994996786117554, 0.9985776543617249, 0.9870970845222473, 0.9731705188751221, 0.9134973883628845]","['street', 'people', 'city', 'shopping', 'road']","[0.9922987222671509, 0.9905112981796265, 0.9884054660797119, 0.9717857241630554, 0.9518001675605774]","['People', 'Snapshot', 'Pedestrian', 'Event', 'Street']","[0.93434614, 0.82030433, 0.78976893, 0.6273696, 0.6169727]","['people', 'person', 'alizarine red color']","[0.5, 0.501, 0.833]",crosswalk
Places365_val_00016165,crosswalk,"['Human', 'Person', 'Pet', 'Canine', 'Dog']","[98.202880859375, 98.202880859375, 88.32640075683594, 88.32640075683594, 88.32640075683594]","['dog', 'outdoor', 'land vehicle', 'vehicle', 'wheel']","[0.9986857175827026, 0.9916436076164246, 0.9047120809555054, 0.8314847946166992, 0.7542302012443542]","['dog', 'people', 'road', 'canine', 'adult']","[0.9955008625984192, 0.9856524467468262, 0.975605309009552, 0.9647215008735657, 0.9598664045333862]","['Dog', 'Mammal', 'Canidae', 'Product', 'Dog breed']","[0.97978014, 0.97272706, 0.964291, 0.8828333, 0.808652]","['person', 'guide dog', 'dog', 'domestic animal', 'animal']","[0.791, 0.94, 0.942, 0.942, 0.942]",crosswalk
Places365_val_00034388,restaurant,"['Bread', 'Food', 'French Toast', 'Toast', 'Dish']","[99.10950469970703, 99.10950469970703, 96.03034210205078, 96.03034210205078, 88.4358139038086]","['food', 'plate', 'fast food', 'red cooking', 'piece']","[0.9890649318695068, 0.940597653388977, 0.8345221281051636, 0.789587676525116, 0.7377215623855591]","['food', 'meal', 'plate', 'meat', 'dinner']","[0.9961024522781372, 0.9939680099487305, 0.9924029111862183, 0.990081787109375, 0.9881466627120972]","['Food', 'Dish', 'Cuisine', 'Ingredient', 'Produce']","[0.9577497, 0.95391566, 0.922968, 0.87226397, 0.67434615]","['barbecued wing', 'dish', 'nutrition', 'food', 'barbecued spareribs']","[0.725, 0.944, 0.944, 0.944, 0.712]",restaurant
Places365_val_00013423,restaurant,"['Furniture', 'Room', 'Indoors', 'Reception', 'Waiting Room']","[99.69268798828125, 98.2791748046875, 98.2791748046875, 97.99056243896484, 97.99056243896484]","['table', 'wedding', 'candle', 'flower', 'ceiling']","[0.9812281727790833, 0.970604419708252, 0.9148582220077515, 0.9119579792022705, 0.8411403894424438]","['restaurant', 'luxury', 'table', 'dining', 'indoors']","[0.9883557558059692, 0.984343945980072, 0.9835952520370483, 0.9754587411880493, 0.969558835029602]","['Rehearsal dinner', 'Function hall', 'Restaurant', 'Banquet', 'Wedding banquet']","[0.905977, 0.8843723, 0.8817958, 0.85791487, 0.83696663]","['buffet', 'meal', 'nutrition', 'food', 'banquet']","[0.811, 0.918, 0.918, 0.918, 0.59]",restaurant
Places365_val_00023639,restaurant,"['Restaurant', 'Cafeteria', 'Chair', 'Furniture', 'Meal']","[99.63650512695312, 98.09986114501953, 92.91666412353516, 92.91666412353516, 77.29061889648438]","['indoor', 'floor', 'chair', 'table', 'room']","[0.9989736080169678, 0.9912550449371338, 0.9788820743560791, 0.97523033618927, 0.8510251045227051]","['indoors', 'inside', 'table', 'furniture', 'trading floor']","[0.9985822439193726, 0.9978736639022827, 0.9978680610656738, 0.9954478740692139, 0.9949736595153809]","['Restaurant', 'Building', 'Interior design', 'Property', 'Room']","[0.9425663, 0.9082363, 0.90651315, 0.8691496, 0.79112947]","['hall', 'building', 'Dining Hall', 'restaurant', 'refectory (dining hall)']","[0.654, 0.835, 0.594, 0.683, 0.51]",restaurant
Places365_val_00016344,restaurant,"['Furniture', 'Restaurant', 'Indoors', 'Room', 'Chair']","[99.40029907226562, 98.02085876464844, 96.28182220458984, 93.63015747070312, 91.71482849121094]","['table', 'chair', 'furniture', 'text', 'scene']","[0.9803478717803955, 0.9733185172080994, 0.9082659482955933, 0.8878706693649292, 0.7245693802833557]","['table', 'restaurant', 'chair', 'cafeteria', 'hotel']","[0.9985390901565552, 0.9968084096908569, 0.9956400990486145, 0.9936072826385498, 0.9916170835494995]","['Restaurant', 'Table', 'Furniture', 'Room', 'Building']","[0.9100046, 0.8294778, 0.6718295, 0.6566393, 0.6437648]","['restaurant', 'building', 'cafeteria', 'canteen', 'dining-hall']","[0.928, 0.929, 0.556, 0.543, 0.5]",restaurant
Places365_val_00011906,restaurant,"['Restaurant', 'Chair', 'Furniture', 'Indoors', 'Room']","[98.84684753417969, 96.67972564697266, 96.67972564697266, 96.21854400634766, 95.96820831298828]","['indoor', 'wall', 'table', 'floor', 'chair']","[0.9986679553985596, 0.9978853464126587, 0.9934206008911133, 0.9515156745910645, 0.9088704586029053]","['furniture', 'table', 'room', 'chair', 'dining room']","[0.9989011287689209, 0.9986329078674316, 0.9971567988395691, 0.9969965219497681, 0.9944530725479126]","['Room', 'Black', 'Furniture', 'Dining room', 'Black-and-white']","[0.95619726, 0.95123297, 0.9458139, 0.9401169, 0.93577385]","['dinner table', 'dining table', 'table', 'furniture', 'cafe']","[0.65, 0.711, 0.799, 0.879, 0.543]",restaurant
Places365_val_00004423,schoolhouse,"['Nature', 'Outdoors', 'Building', 'Sky', 'Azure Sky']","[99.90535736083984, 99.82291412353516, 95.89691925048828, 95.79306030273438, 93.1376724243164]","['tree', 'outdoor', 'sky', 'house', 'grass']","[0.999977171421051, 0.9993616342544556, 0.9981341361999512, 0.9700875282287598, 0.9671758413314819]","['house', 'architecture', 'sky', 'outdoors', 'tree']","[0.9931259155273438, 0.9844729900360107, 0.9798970222473145, 0.979000985622406, 0.9719088673591614]","['House', 'Property', 'Sky', 'Home', 'Roof']","[0.92527676, 0.9195657, 0.9127335, 0.8659178, 0.8469869]","['religious building', 'building', 'chapel', 'school', 'barn']","[0.699, 0.907, 0.636, 0.529, 0.5]",schoolhouse
Places365_val_00025161,schoolhouse,"['Building', 'Housing', 'Outdoors', 'Nature', 'House']","[99.2329330444336, 98.8477783203125, 92.46318817138672, 91.90105438232422, 91.59850311279297]","['grass', 'outdoor', 'building', 'tree', 'house']","[0.99968421459198, 0.9971915483474731, 0.9770246744155884, 0.9762272238731384, 0.9099185466766357]","['house', 'wood', 'architecture', 'no person', 'home']","[0.9967868328094482, 0.9914343357086182, 0.982709527015686, 0.9789047241210938, 0.9782091379165649]","['House', 'Property', 'Home', 'Building', 'Shed']","[0.94101804, 0.9403341, 0.91344607, 0.8687159, 0.8669808]","['saltbox', 'building', 'cabin (house)', 'Saltbox House', 'dacha']","[0.63, 0.8, 0.595, 0.583, 0.53]",schoolhouse
Places365_val_00022633,schoolhouse,"['Building', 'Architecture', 'Nature', 'Outdoors', 'Church']","[99.36573028564453, 98.83502960205078, 95.26177215576172, 94.13024139404297, 91.52371215820312]","['tree', 'outdoor', 'snow', 'house', 'sky']","[0.998015284538269, 0.9955198764801025, 0.9678441882133484, 0.8657476305961609, 0.763210117816925]","['winter', 'snow', 'tree', 'house', 'cold']","[0.9964982271194458, 0.9958093762397766, 0.9934357404708862, 0.9920663833618164, 0.9910163879394531]","['Tree', 'House', 'Winter', 'Property', 'Home']","[0.8910579, 0.879695, 0.8764507, 0.8751007, 0.8509197]","['saltbox', 'building', 'gambrel roof', 'protective covering', 'barn']","[0.704, 0.891, 0.646, 0.646, 0.644]",schoolhouse
Places365_val_00021535,schoolhouse,"['Nature', 'Outdoors', 'Building', 'Countryside', 'Rural']","[99.94798278808594, 99.9100341796875, 99.77359008789062, 98.61270904541016, 96.63843536376953]","['grass', 'outdoor', 'sky', 'building', 'abandoned']","[0.9996286630630493, 0.9995513558387756, 0.9989407062530518, 0.9857175350189209, 0.8948647975921631]","['barn', 'outdoors', 'old', 'abandoned', 'rural']","[0.995918333530426, 0.9873929023742676, 0.9845938682556152, 0.9835145473480225, 0.9830834269523621]","['Roof', 'Barn', 'House', 'Property', 'Building']","[0.9507472, 0.9097844, 0.9066842, 0.8691496, 0.83487654]","['school', 'building', 'saltbox', 'corncrib (house)', 'Saltbox House']","[0.702, 0.864, 0.664, 0.591, 0.5]",schoolhouse
Places365_val_00032271,schoolhouse,"['Nature', 'Outdoors', 'Building', 'Countryside', 'Hut']","[99.79861450195312, 99.68429565429688, 98.98360443115234, 97.90351867675781, 94.93080139160156]","['grass', 'sky', 'outdoor', 'building', 'house']","[0.9999039173126221, 0.9998096227645874, 0.9996986389160156, 0.9664579629898071, 0.8784052133560181]","['house', 'no person', 'home', 'outdoors', 'building']","[0.9918304681777954, 0.9912069439888, 0.988757848739624, 0.9836081266403198, 0.979540228843689]","['House', 'Property', 'Home', 'Building', 'Cottage']","[0.94101804, 0.906975, 0.8613303, 0.78348356, 0.778819]","['Saltbox House', 'saltbox', 'building', 'blockhouse', 'stronghold']","[0.595, 0.582, 0.731, 0.523, 0.523]",schoolhouse
Places365_val_00010283,inn,"['Furniture', 'Chair', 'Patio', 'Porch', 'Table']","[96.48540496826172, 94.9637451171875, 93.51438903808594, 86.2506103515625, 84.28474426269531]","['tree', 'outdoor', 'bench', 'furniture', 'picnic']","[0.99996417760849, 0.9962871074676514, 0.9463239908218384, 0.8235468864440918, 0.8114670515060425]","['wood', 'seat', 'garden', 'bench', 'chair']","[0.9960712194442749, 0.9943828582763672, 0.9914287328720093, 0.9875707626342773, 0.9862032532691956]","['Table', 'Furniture', 'Iron', 'Outdoor table', 'Outdoor furniture']","[0.92302936, 0.9088597, 0.8577383, 0.8517721, 0.75437915]","['veranda', 'porch', 'park bench', 'bench', 'seat']","[0.664, 0.838, 0.653, 0.703, 0.707]",inn
Places365_val_00023393,inn,"['Urban', 'City', 'Building', 'Street', 'Town']","[99.99075317382812, 99.99075317382812, 99.99075317382812, 99.99075317382812, 99.99075317382812]","['outdoor', 'sky', 'building', 'vehicle', 'old']","[0.9758528470993042, 0.9312301874160767, 0.9179264307022095, 0.7449467778205872, 0.658983588218689]","['architecture', 'outdoors', 'old', 'travel', 'city']","[0.9953946471214294, 0.9810594320297241, 0.9803452491760254, 0.9729817509651184, 0.9720486998558044]","['Landmark', 'Town', 'Building', 'Medieval architecture', 'Architecture']","[0.9447088, 0.93663126, 0.9239312, 0.87251073, 0.87233496]","['convent', 'religious residence', 'residence', 'building', 'guildhall (ornate building)']","[0.583, 0.586, 0.641, 0.805, 0.574]",inn
Places365_val_00035645,inn,"['Hotel', 'Building', 'Inn', 'Urban', 'Housing']","[99.91056060791016, 99.91056060791016, 99.91056060791016, 89.61570739746094, 89.38346862792969]","['building', 'outdoor', 'window', 'road', 'house']","[0.9974316358566284, 0.9954272508621216, 0.9873360395431519, 0.9788954257965088, 0.9604910612106323]","['house', 'architecture', 'old', 'street', 'bungalow']","[0.9960006475448608, 0.9878841638565063, 0.9874837398529053, 0.9752928018569946, 0.9745439291000366]","['Property', 'House', 'Building', 'Cottage', 'Almshouse']","[0.97701454, 0.9246781, 0.9239312, 0.91983366, 0.8289982]","['messuage (dwelling)', 'dwelling', 'housing', 'house', 'building']","[0.7, 0.702, 0.717, 0.607, 0.804]",inn
Places365_val_00002913,inn,"['Night Life', 'Building', 'Hotel', 'Resort', 'Town']","[99.79003143310547, 99.70467376708984, 99.1534423828125, 98.48438262939453, 98.27957153320312]","['water', 'building', 'text', 'skyscraper', 'sky']","[0.9401727914810181, 0.8967349529266357, 0.8961179256439209, 0.8834043741226196, 0.8541226387023926]","['city', 'water', 'horizontal plane', 'travel', 'cityscape']","[0.9927904009819031, 0.9904356002807617, 0.9887033700942993, 0.9842178821563721, 0.983737587928772]","['Natural landscape', 'Nature', 'Water resources', 'Water', 'Sky']","[0.95745, 0.95345247, 0.9378967, 0.91002715, 0.8857546]","['Hotel Building', 'resort hotel', 'hotel', 'building', 'resort']","[0.611, 0.543, 0.757, 0.76, 0.509]",inn
